t,x1,x2,y
0.91,-0.680845260824528,-0.8603845457061761,-0.6857695350499992
0.92,-0.6891329936786647,-0.7970731620861169,-0.7102979092808723
0.93,-0.6967850294469422,-0.7332535921710647,-0.7007709399922621
0.9400000000000001,-0.7037965479894593,-0.668978402803733,-0.7881632696873608
0.9500000000000001,-0.710163251914153,-0.6042995680161531,-0.7825188755353073
0.96,-0.7158813640226576,-0.5392684730887808,-0.7820163446403777
0.97,-0.7209476168169954,-0.4739359595944761,-0.7708099581970694
0.98,-0.7253592468672212,-0.4083523605334951,-0.7053705355310493
0.99,-0.7291139926507116,-0.3425675200891099,-0.7743879454187147
1.0,-0.7322100905823627,-0.27663082311606496,-0.7511182182843322
1.01,-0.7346462666751618,-0.21059126718827698,-0.6696848517858585
1.02,-0.7364217351733604,-0.144497500635657,-0.7542349337264317
1.03,-0.737536196647558,-0.07839784742609207,-0.7006604182242037
1.04,-0.7379898327698521,-0.012340380422692976,-0.7846707167703459
1.05,-0.7377833045366251,0.05362702150881768,-0.7480551824300066
1.06,-0.7369177514375858,0.11945664179396712,-0.7844188541831149
1.07,-0.7353947895349955,0.1851008718106935,-0.7523464433300237
1.08,-0.7332165104993513,0.25051214087260526,-0.6912011036264816
1.09,-0.7303854817782035,0.3156428837151029,-0.816751502937821
1.1,-0.7269047464539156,0.3804455015224114,-0.7051835642766227
1.11,-0.7227778242897872,0.44487229361503045,-0.7108910441731733
1.12,-0.7180087127945942,0.5088754299282845,-0.7477162105794339
1.1300000000000001,-0.7126018877843955,0.572406930649749,-0.7849047805038182
1.1400000000000001,-0.7065623065094435,0.6354186040746792,-0.70295583112375
1.1500000000000001,-0.6998954097547233,0.6978620325755136,-0.7263700452079134
1.16,-0.6926071223985052,0.7596885681137813,-0.68097331183077
1.17,-0.6847038572811639,0.8208492970215978,-0.6836112500049918
1.18,-0.67619251925153,0.8812950263189585,-0.5961035746854842
1.19,-0.667080505388447,0.940976308515709,-0.6790482867620982
1.2,-0.6573757068397604,0.999843440911308,-0.7085505814708537
1.21,-0.6470865159007766,1.0578464474618798,-0.6381227341529608
1.22,-0.6362218256632137,1.1149351405406338,-0.6252219914646254
1.23,-0.6247910294732771,1.1710591499115657,-0.5568316507112553
1.24,-0.6128040257846132,1.2261679371712921,-0.5710484634888843
1.25,-0.600271222554878,1.280210835555155,-0.5824276695974026
1.26,-0.5872035320593169,1.3331371606487281,-0.5140383874983387
1.27,-0.5736123705731622,1.3848962376843073,-0.6330505232893047
1.28,-0.559509664897495,1.4354374506626209,-0.5914972415349824
1.29,-0.544907848786792,1.4847103555682688,-0.5912366458570683
1.3,-0.529819854687351,1.5326648028707677,-0.5493103448451394
1.31,-0.5142591131267009,1.5792509803933725,-0.5830934205045164
1.32,-0.4982395578889398,1.6244195014289509,-0.4664820105482196
1.33,-0.4817756119167669,1.668121582536166,-0.4928867467717055
1.34,-0.464882177376494,1.7103091582664223,-0.538422492101627
1.35,-0.4475746330582166,1.7509349525803422,-0.4983535871185937
1.36,-0.42986883573939927,1.789952594485865,-0.4141931433668895
1.37,-0.41178109451901496,1.8273168428757474,-0.36987476612429593
1.3800000000000001,-0.3933281600525257,1.8629836835721394,-0.29349161546793634
1.3900000000000001,-0.3745272184652378,1.8969104266744499,-0.2288340951648713
1.4000000000000001,-0.35539588638990427,1.9290558414480354,-0.33467541472610446
1.41,-0.3359521745279098,1.959380393990529,-0.38542908052950303
1.42,-0.31621447673156217,1.9878463229871122,-0.4228167907681276
1.43,-0.29620155950644333,2.0144177524396336,-0.28281598638925154
1.44,-0.27593254766452074,2.039060834672932,-0.316579602430037
1.45,-0.25542688033355987,2.061743960750633,-0.2761947433425441
1.46,-0.23470430078235485,2.082437813082367,-0.2653091407353453
1.47,-0.21378484079978136,2.101115479942514,-0.22082438512060062
1.48,-0.19268879321653973,2.117752589112293,-0.13938978167715754
1.49,-0.17143666771713273,2.1323274535596806,-0.1635842393448655
1.5,-0.1500491806420713,2.1448211068151424,-0.1579809224940057
1.51,-0.12854723358252854,2.155217398710613,-0.18032992122381913
1.52,-0.10695187060733843,2.163503093705206,-0.1906860178425563
1.53,-0.08528424484426166,2.169667936195455,-0.10959964029792821
1.54,-0.06356560272888911,2.1737046755070484,-0.06625473026980513
1.55,-0.04181725754977414,2.175609114425494,0.04657923812922002
1.56,-0.0200605357920719,2.175380146370702,-0.013546809718427606
1.57,0.001683240162560223,2.1730197622839795,0.050820215713713104
1.58,0.023392774530140846,2.1685330447158098,-0.0015720053968167579
1.59,0.045046838803337284,2.161928153668206,-0.01420034951751395
1.6,0.0666243110471631,2.1532163011993726,0.0183684729355445
1.61,0.08810419137986289,2.1424117173550576,0.05184288815307523
1.62,0.1094656282208987,2.1295315961348695,0.21588911484265694
1.6300000000000001,0.13068796823807743,2.1145960048420314,0.08961863427685812
1.6400000000000001,0.15175077300352754,2.097627841687083,0.1936752331903448
1.6500000000000001,0.17263383817334874,2.078652744028749,0.12748747926899742
1.6600000000000001,0.19331723064845655,2.0576989675104524,0.23989588129216877
1.67,0.21378132118397047,2.0347972808062385,0.23302886948926363
1.68,0.23400679627847906,2.009980882487002,0.22617490139557453
1.69,0.2539746767897329,1.9832852735898685,0.2519365504829612
1.7,0.27366635969962494,1.9547480703262392,0.2409269749281554
1.71,0.29306363048269435,1.9244089349740021,0.3153672405567984
1.72,0.31214867377237776,1.892309435956054,0.28939949975533874
1.73,0.33090409585605507,1.8584928850904439,0.26962380766769267
1.74,0.34931295374460963,1.823004159831384,0.28541607502862865
1.75,0.36735876010857915,1.785889636270981,0.3759881559946851
1.76,0.3850254895090446,1.7471970268274621,0.46398005232956635
1.77,0.40229760211023524,1.7069751935280066,0.41029718278890714
1.78,0.41916005863529454,1.6652740219534754,0.41322814232980043
1.79,0.4355983219487568,1.622144330042413,0.44988962892888396
1.8,0.4515983586055775,1.57763772906232,0.5168984456909187
1.81,0.46714665919334514,1.5318064291644284,0.47811578426153795
1.82,0.482230244219115,1.4847031665598893,0.4616838826774281
1.83,0.49683666119706665,1.4363811056524542,0.5521510967000611
1.84,0.5109539844181521,1.386893725699745,0.5323918063412327
1.85,0.5245708282595597,1.3362946588913855,0.6013586278593593
1.86,0.5376763486492836,1.2846376491941518,0.5468380705103789
1.87,0.5502602353778168,1.2319764708121368,0.4890367837917917
1.8800000000000001,0.5623127116585546,1.178364841989875,0.4939047516962713
1.8900000000000001,0.5738245406902249,1.1238563142897118,0.6563709373017874
1.9000000000000001,0.5847870244324288,1.068504250043832,0.6709703104715936
1.9100000000000001,0.5951919924061974,1.0123617722113734,0.5862160317420674
1.92,0.6050318021883072,0.9554817050615456,0.5858724361315079
1.93,0.6142993409907547,0.8979165159164741,0.6873715556028648
1.94,0.6229880215632624,0.8397183065873012,0.567635737461088
1.95,0.6310917708290785,0.7809388006442974,0.5863554198812873
1.96,0.6386050310296293,0.7216293077736218,0.6707713707640816
1.97,0.6455227586119857,0.66184070641336,0.6257925024690062
1.98,0.6518404163094452,0.6016234574852133,0.6515843229734417
1.99,0.6575539666259967,0.5410276149579818,0.6493818216997711
2.0,0.6626598714955122,0.4801028156537987,0.6795385989354589
2.0100000000000002,0.6671550897752961,0.41889828696698445,0.737529182840982
2.02,0.6710370681764056,0.3574628904848076,0.6755663135214929
2.0300000000000002,0.6743037398574429,0.2958451359735562,0.7065006795212857
2.04,0.6769535230169219,0.2340931897441036,0.5744449179653708
2.05,0.678985315814284,0.1722549153569346,0.6765493957177781
2.06,0.6803984924959832,0.1103779177258298,0.6382369789813396
2.07,0.6811929027109904,0.04850955937788058,0.6202522496898091
2.08,0.6813688693913982,-0.013303012987615478,0.6374612510449607
2.09,0.6809271851456064,-0.07501280718552773,0.6642210131105657
2.1,0.6798691119754007,-0.13657296354924403,0.7256642390932013
2.11,0.6781963803227974,-0.19793673571339904,0.6118767444358192
2.12,0.675911187451281,-0.25905743128848124,0.6774427620810018
2.13,0.6730161974802672,-0.31988838666626196,0.6488077258135883
2.14,0.6695145409568757,-0.380382953891099,0.6531308862387777
2.15,0.6654098150848171,-0.44049445342846777,0.7155477063500473
2.16,0.6607060844795003,-0.500176148942338,0.6876118563296966
2.17,0.6554078808721171,-0.559381245336855,0.7222777862442543
2.18,0.6495202042281594,-0.6180628605276133,0.6417949202656643
2.19,0.6430485249128719,-0.676173998976642,0.6082513943293367
2.2,0.6359987830845314,-0.7336675688175909,0.6248058422405064
2.21,0.6283773892882212,-0.7904963778149662,0.6405022288517822
2.22,0.62019122842014,-0.8466131074294755,0.6290198963428255
2.23,0.6114476588767503,-0.901970351708196,0.557228255265082
2.24,0.602154511655927,-0.9565206369207374,0.6066790007373207
2.25,0.5923200936795887,-1.0102164194776264,0.6037315101865339
2.2600000000000002,0.5819531896284798,-1.0630101147657014,0.7078268915051757
2.27,0.5710630577473903,-1.1148541686651894,0.6649052883114738
2.2800000000000002,0.5596594299188512,-1.1657010758594528,0.5169972623909102
2.29,0.5477525166932135,-1.2155034024903184,0.5333833486157546
2.3000000000000003,0.5353530015932254,-1.2642138869573367,0.46218090150137525
2.31,0.5224720365270458,-1.3117855031558114,0.49293668582887146
2.32,0.509121242374816,-1.3581715017940381,0.524901492554333
2.33,0.49531271162067736,-1.403325467850053,0.555605392665089
2.34,0.48105899430590543,-1.4472014778991338,0.444604802418725
2.35,0.46637309435485585,-1.4897541444354767,0.43366577235146603
2.36,0.45126846949969907,-1.530938689322429,0.3439040180127663
2.37,0.43575902673567385,-1.5707110466437055,0.42762573070842846
2.38,0.41985910238045066,-1.609028036785003,0.3667383817874725
2.39,0.4035834585529684,-1.6458474044348228,0.3771114871846647
2.4,0.38694728061706335,-1.6811279212574404,0.3431042417086839
2.41,0.36996616305394914,-1.7148295238714597,0.3652530353413213
2.42,0.35265608578321694,-1.7469134786530556,0.2647696662153854
2.43,0.3350334097062857,-1.7773424218709903,0.26168114743673615
2.44,0.3171148700653694,-1.8060804797440189,0.42357722566678435
2.45,0.2989175516851001,-1.8330934229356641,0.23454642262139852
2.46,0.2804588640717718,-1.8583488022418249,0.2256195851490398
2.47,0.26175653460472453,-1.8818159953347335,0.35360221102079026
2.48,0.2428285970419166,-1.9034663253327793,0.3880819555039369
2.49,0.22369335556191988,-1.9232732114294775,0.1651150241206528
2.5,0.20436936261467922,-1.9412122591271994,0.1859569147752777
2.5100000000000002,0.18487540749735873,-1.9572613150959313,0.2019531850443842
2.52,0.16523049995310302,-1.9714005623169646,0.25166538217338263
2.5300000000000002,0.14545382400013243,-1.9836126444582791,0.09611097007872055
2.54,0.12556472248699024,-1.9938827075511791,0.11330083018988475
2.5500000000000003,0.10558268078811398,-2.0021984492339473,0.14444955959120118
2.56,0.08552729994634276,-2.0085501844502787,0.10726560366967369
2.57,0.0654182513169057,-2.012930909324099,0.04661044775540074
2.58,0.0452752655846374,-2.015336312830784,0.038584117358835344
2.59,0.025118111913878347,-2.0157648000800705,-0.04362667850462075
2.6,0.004966557798759277,-2.014217511285575,-0.0069421293999739845
2.61,-0.015159662123936806,-2.010698327664119,-0.028479036624384564
2.62,-0.03524086030851191,-2.0052138568813316,-0.02363236582719911
2.63,-0.05525742055863734,-1.9977734156181124,-0.08302378149958814
2.64,-0.07518984511787712,-1.988388987776423,-0.05161291899062016
2.65,-0.09501876900223563,-1.9770752028781335,-0.0443829781112442
2.66,-0.11472497818830862,-1.963849280548432,-0.10695351180488533
2.67,-0.13428944503606652,-1.948730957292495,-0.11670162461610634
2.68,-0.15369336004790718,-1.931742418169314,-0.1510355926690138
2.69,-0.1729181435902522,-1.9129082394646302,-0.1729139239356815
2.7,-0.19194546422242031,-1.8922553009536494,-0.22802336589956268
2.71,-0.21075728055702547,-1.869812650323428,-0.19493256747336007
2.72,-0.22933585419477603,-1.8456114510561503,-0.23420018411545052
2.73,-0.24766376150948693,-1.8196848767513676,-0.14300534606295717
2.74,-0.2657239173314929,-1.7920679856350248,-0.1870561722077308
2.75,-0.28349960575194066,-1.762797579135013,-0.2642072781241156
2.7600000000000002,-0.3009744861222555,-1.7319121462450922,-0.3391273466069939
2.77,-0.3181326019074052,-1.6994517315150794,-0.3737531755065761
2.7800000000000002,-0.3349584074584057,-1.6654577764780345,-0.27540125980396246
2.79,-0.35143678461886024,-1.6299730143754534,-0.3382993233615033
2.8000000000000003,-0.36755304643906545,-1.5930413863904545,-0.3435458762694849
2.81,-0.38329294235745215,-1.5547079207316716,-0.4705222417061618
2.82,-0.3986426829736156,-1.5150185538382117,-0.3522707588957066
2.83,-0.4135889469347328,-1.4740200681344118,-0.39086793002401465
2.84,-0.42811888094526507,-1.4317599939606576,-0.483640415165989
2.85,-0.4422201041824142,-1.3882864999625304,-0.46579634455491165
2.86,-0.4558807259530058,-1.3436482351583172,-0.44269486573517985
2.87,-0.46908934789261914,-1.297894290844879,-0.466466007974807
2.88,-0.48183505956325934,-1.2510741098214244,-0.4964436188534371
2.89,-0.4941074429655045,-1.2032373913793128,-0.49928185636880257
2.9,-0.5058965826928238,-1.1544339752467914,-0.518495451603168
2.91,-0.5171930653367229,-1.104713815739267,-0.5095649397315996
2.92,-0.5279879716834054,-1.0541269146478065,-0.4544133730337475
2.93,-0.5382728815966115,-1.002723243593779,-0.6666058036431763
2.94,-0.5480398781368224,-0.9505526754696896,-0.5598823913623067
2.95,-0.5572815440993208,-0.8976649659310397,-0.5484559230306985
2.96,-0.565990953863222,-0.8441097190825516,-0.551191254378867
2.97,-0.5741616777388657,-0.7899363270941462,-0.5927574068049302
2.98,-0.5817877822665876,-0.7351939430027156,-0.6696238713905167
2.99,-0.5888638232100406,-0.67993147695306,-0.5724640490243351
3.0,-0.5953848412662903,-0.6241975828499309,-0.5090173305580811
3.0100000000000002,-0.6013463638310674,-0.5680406239519122,-0.6780394340768743
3.02,-0.6067444030088804,-0.5115086715993854,-0.563553002323971
3.0300000000000002,-0.6115754472659422,-0.4546495249626057,-0.6280017084220868
3.04,-0.615836461355188,-0.39751070176162195,-0.6189026786466304
3.0500000000000003,-0.619524885748871,-0.34013943107161876,-0.6721698112840684
3.06,-0.6226386316576621,-0.28258267761872274,-0.6393614402754559
3.0700000000000003,-0.6251760771291842,-0.2248871656231519,-0.5601738473942363
3.08,-0.627136067012953,-0.1670993760091915,-0.5980033049135677
3.09,-0.6285179109158471,-0.10926556067497109,-0.5419023306453499
3.1,-0.6293213785832161,-0.05143178697116692,-0.5704507841343315
3.11,-0.6295466996771458,0.006356056101857938,-0.607592365730667
3.12,-0.6291945627103022,0.06405224922339359,-0.5419978364019126
3.13,-0.6282661121714939,0.1216111986028672,-0.6063164542345789
3.14,-0.6267629478387028,0.17898741892803455,-0.5853635389988499
3.15,-0.6246871240536435,0.23613552915373645,-0.6395156717303789
3.16,-0.6220411485378144,0.2930102174175314,-0.6187138577448542
3.17,-0.6188279819670919,0.3495662185145344,-0.6536991731321057
3.18,-0.6150510371977015,0.40575831699993037,-0.5655718404679588
3.19,-0.6107141790470451,0.4615413246718012,-0.6696293602027883
3.2,-0.6058217247837727,0.51687005586816,-0.5667042076628896
3.21,-0.6003784429167138,0.5716993430756725,-0.6099109957919718
3.22,-0.5943895530683461,0.6259840315326523,-0.53582719839498
3.23,-0.5878607277229793,0.6796789539328891,-0.5503172782864163
3.24,-0.5807980905582052,0.7327389616309832,-0.4897657826758651
3.25,-0.5732082153961363,0.7851189374745741,-0.5366694808392041
3.2600000000000002,-0.5650981282286156,0.8367737851134944,-0.6437001410112777
3.27,-0.5564753067563307,0.8876584575896441,-0.5598229654012408
3.2800000000000002,-0.5473476768396008,0.9377280042280937,-0.6059480364693416
3.29,-0.5377236127324603,0.986937581922448,-0.563637604850774
3.3000000000000003,-0.5276119398612095,1.0352424672010025,-0.4520505181973734
3.31,-0.51702192805687,1.082598144811084,-0.4851452375119852
3.3200000000000003,-0.505963289092135,1.1289603386316613,-0.5409098105210722
3.33,-0.49444617823369547,1.174285039473388,-0.5451320465557155
3.34,-0.48248119168957476,1.2185285705869673,-0.4808420870457617
3.35,-0.47007935636599935,1.2616476919111361,-0.5309073638350558
3.36,-0.45725212814420285,1.303599627898396,-0.4908091420140319
3.37,-0.44401139327067035,1.3443421213927564,-0.4284109196931082
3.38,-0.430369456482304,1.3838335539334983,-0.3726038546769692
3.39,-0.4163390307950564,1.4220330338571063,-0.38590095718383444
3.4,-0.4019332345666255,1.4589004431733272,-0.5164977099965304
3.41,-0.38716559078791646,1.4943965097352732,-0.37194725433640347
3.42,-0.3720500048974904,1.528482969127224,-0.3684483262358615
3.43,-0.3566007562292297,1.5611226269049998,-0.33590624196059504
3.44,-0.34083249265709176,1.592279427190107,-0.2600220085745314
3.45,-0.3247602246594719,1.621918542223404,-0.42792213849970906
3.46,-0.30839929519804116,1.6500065431886506,-0.3379544664575964
3.47,-0.2917653724782315,1.6765114433329236,-0.26222005633856377
3.48,-0.2748744415371479,1.701402779328524,-0.35395416150984504
3.49,-0.2577427904901085,1.724651711920556,-0.18394533808743307
3.5,-0.24038697603593656,1.7462311752568858,-0.22196914540090365
3.5100000000000002,-0.22282381675661395,1.7661159080207147,-0.18049461746444373
3.52,-0.20507038125131366,1.7842825352814318,-0.23361756432740338
3.5300000000000002,-0.18714396471214204,1.8007096665553681,-0.14645578021383152
3.54,-0.16906205469704533,1.8153780023876511,-0.1156384768975934
3.5500000000000003,-0.15084232378312495,1.8282703580361481,-0.13919842277626654
3.56,-0.13250261417288126,1.8393717315483,-0.12078256953794646
3.5700000000000003,-0.11406090361304624,1.8486693817443791,-0.10054374164895995
3.58,-0.09553527745622482,1.8561528832371732,-0.1387025406931939
3.59,-0.0769439177567279,1.8618141439279132,-0.08432035176874556
3.6,-0.05830508545060268,1.8656474440302782,-0.06593121207322061
3.61,-0.03963707653043667,1.8676494764647584,-0.020467383312761912
3.62,-0.020958205084988423,1.8678193596750665,0.029033007260526312
3.63,-0.002286788297053508,1.8661586373454806,-0.05521359239597398
3.64,0.016358879131911662,1.8626712823868914,0.01010842761593278
3.65,0.03496056613181808,1.8573636870246317,0.10903334351476675
3.66,0.05350011532267746,1.8502446518637978,0.016320703882049252
3.67,0.07195946085476308,1.8413253543177728,0.030846959990247065
3.68,0.09032066447459167,1.830619305501014,0.10043597406615135
3.69,0.10856594108411127,1.8181423139632549,0.15078520060837727
3.7,0.12667767041778003,1.803912442119896,0.127248973195813
3.71,0.14463841592115695,1.7879499471807865,0.21108644544300642
3.72,0.1624309650093717,1.7702771863413793,0.20527066413769807
3.73,0.18003833957902918,1.7509185823872553,0.22212934292353226
3.74,0.19744380834142042,1.7299005414305124,0.2251496334076251
3.75,0.2146309126516376,1.7072513551273232,0.33101356766894185
3.7600000000000002,0.23158349489947958,1.6830010994274098,0.22132541045617737
3.77,0.2482857049463823,1.6571815852964922,0.1481095903430566
3.7800000000000002,0.26472201017442376,1.629826256019971,0.3449347282502808
3.79,0.28087722511240465,1.6009700518418228,0.25799225356456335
3.8000000000000003,0.2967365263823547,1.570649334106369,0.30213054859950633
3.81,0.3122854578389245,1.538901806678977,0.37776299208195085
3.8200000000000003,0.32750993867764766,1.5057664150907994,0.24739696162470137
3.83,0.34239629064945254,1.471283189935353,0.27981392994414556
3.84,0.35693124433780693,1.4354932000531198,0.27686734748186426
3.85,0.37110194118516526,1.3984384583103002,0.33139512668389404
3.86,0.38489594206009614,1.3601618203384813,0.4068777723609458
3.87,0.39830124692351004,1.3207068438270881,0.4245106390641486
3.88,0.41130629707396454,1.2801177554175185,0.42512000604039224
3.89,0.4238999733226992,1.2384393594969116,0.3532616791280809
3.9,0.4360716049490484,1.1957169416602809,0.32056643311741617
3.91,0.44781098156669963,1.151996161965712,0.45052866083621873
3.92,0.45910835288001733,1.1073230269018646,0.43551955119810054
3.93,0.46995442391992504,1.0617438167267579,0.4929237125057556
3.94,0.4803403638710872,1.0153049979687672,0.5154380451821508
3.95,0.49025781153261694,0.9680531574151222,0.49716988313555105
3.96,0.4996988724401298,0.9200349754977265,0.5377055267089225
3.97,0.5086561139323261,0.871297181972109,0.5201166826380795
3.98,0.5171225723994929,0.8218864795926045,0.5436258076795663
3.99,0.5250917544498184,0.771849515480957,0.48985809130632424
4.0,0.5325576309221346,0.7212328648381465,0.5235770602305617
4.01,0.539514635205506,0.6700830013998841,0.5493534400383538
4.0200000000000005,0.5459576669286121,0.618446248240206,0.5869840906994831
4.03,0.5518820903903171,0.5663687712388438,0.5321950317790884
4.04,0.5572837274308721,0.5138965814187776,0.5833420902174777
4.05,0.5621588590802578,0.461075508038047,0.5488669194844888
4.0600000000000005,0.5665042258958588,0.4079511807711466,0.5606271175294523
4.07,0.5703170233548434,0.3545690421243581,0.611792975456047
4.08,0.5735948986597289,0.3009743545293205,0.4739418801070211
4.09,0.5763359516895407,0.24721218167976636,0.5115123352858026
4.1,0.5785387332273739,0.19332739442047148,0.5044294633552329
4.11,0.5802022401924775,0.13936469982504013,0.4635214342000622
4.12,0.5813259158874734,0.08536863334079722,0.5474126938797146
4.13,0.5819096491715692,0.031383558203116925,0.6193813441579562
4.14,0.581953771135621,-0.022546303582506894,0.5677095678164922
4.15,0.5814590541416362,-0.07637686347624406,0.5913485582387289
4.16,0.5804267112090681,-0.130064171869333,0.6348875860446077
4.17,0.5788583942184362,-0.18356439414666684,0.6452427008318208
4.18,0.5767561927491586,-0.23683379306071714,0.5732992960128516
4.19,0.5741226331810195,-0.2898287390920223,0.6418019276594894
4.2,0.5709606777587352,-0.34250569545087783,0.5755670106804406
4.21,0.5672737240335625,-0.3948211971883846,0.5254038128421894
4.22,0.5630656033525471,-0.4467318695112489,0.5333455857426103
4.23,0.5583405801778374,-0.4981944246857303,0.4843137545495866
4.24,0.553103352367531,-0.5491656402005425,0.5086966596808484
4.25,0.5473590491076337,-0.5996023871688418,0.5294582147039122
4.26,0.5411132296066801,-0.6494616418234426,0.5812924805756101
