n,statistic,method,rep,T,lo,hi,width,covers,theta_true,family,alpha,B
10,mean,percentile,40,1.1957763081947923,0.9850641198389752,1.4296567570924557,0.4445926372534804,1,1.1331484530668263,lognormal,0.05,300
10,mean,percentile,41,1.2979095183896292,0.9000044493172364,1.746869649775718,0.8468652004584815,1,1.1331484530668263,lognormal,0.05,300
10,mean,percentile,42,1.2087442722182584,0.8599296628353282,1.6371842379827102,0.7772545751473819,1,1.1331484530668263,lognormal,0.05,300
10,mean,percentile,43,1.191642386504031,0.8757707967491254,1.5756624355298765,0.6998916387807511,1,1.1331484530668263,lognormal,0.05,300
10,mean,percentile,44,1.1716354561920295,0.8528438117685535,1.4665001430430082,0.6136563312744547,1,1.1331484530668263,lognormal,0.05,300
10,mean,percentile,45,1.447173798518671,0.9543533786090452,1.962960812586602,1.0086074339775568,1,1.1331484530668263,lognormal,0.05,300
10,mean,percentile,46,1.3956575203500823,0.9495282414467162,2.2236690748101786,1.2741408333634623,1,1.1331484530668263,lognormal,0.05,300
10,mean,percentile,47,0.9845329797189212,0.6817764731791895,1.2450261690577455,0.563249695878556,1,1.1331484530668263,lognormal,0.05,300
10,mean,percentile,48,0.8730429099190335,0.6425229734651928,1.1701464205157368,0.527623447050544,1,1.1331484530668263,lognormal,0.05,300
10,mean,percentile,49,1.2105285759664917,0.8329999550669911,1.682259369312111,0.84925941424512,1,1.1331484530668263,lognormal,0.05,300
10,mean,percentile,50,1.2865918787107997,1.0342601754362841,1.5459404211186856,0.5116802456824014,1,1.1331484530668263,lognormal,0.05,300
10,mean,percentile,51,1.3819517590858525,1.0536234584661193,1.7401232472686317,0.6864997888025124,1,1.1331484530668263,lognormal,0.05,300
10,mean,percentile,52,1.019585978065402,0.8161710436686518,1.2292366014298544,0.4130655577612026,1,1.1331484530668263,lognormal,0.05,300
10,mean,percentile,53,1.2511737111509307,0.9572404775577334,1.641705156993635,0.6844646794359015,1,1.1331484530668263,lognormal,0.05,300
10,mean,percentile,54,1.1752870613808564,0.8251018571218475,1.5462611107776059,0.7211592536557584,1,1.1331484530668263,lognormal,0.05,300
10,mean,percentile,55,1.5242698448934373,1.0784579226977224,2.0651475130410226,0.9866895903433002,1,1.1331484530668263,lognormal,0.05,300
10,mean,percentile,56,0.9699455776357256,0.8260013659240545,1.1278214756153035,0.30182010969124906,0,1.1331484530668263,lognormal,0.05,300
10,mean,percentile,57,1.146197975540505,0.9557782986226697,1.307147308672084,0.35136901004941423,1,1.1331484530668263,lognormal,0.05,300
10,mean,percentile,58,1.2476283030940833,0.8633326261415126,1.668695944348099,0.8053633182065865,1,1.1331484530668263,lognormal,0.05,300
10,mean,percentile,59,0.8892638221065496,0.6883016588465015,1.114414302157291,0.42611264331078946,0,1.1331484530668263,lognormal,0.05,300
10,mean,percentile,60,0.9679879048659968,0.7471064732966294,1.2608899047641067,0.5137834314674773,1,1.1331484530668263,lognormal,0.05,300
10,mean,percentile,61,1.4141060465694668,0.9832239347267433,1.922049917048849,0.9388259823221057,1,1.1331484530668263,lognormal,0.05,300
10,mean,percentile,62,1.417666854025062,0.7995738600985118,1.9890696246476998,1.189495764549188,1,1.1331484530668263,lognormal,0.05,300
10,mean,percentile,63,1.1640304707774423,0.9568300876594228,1.3649148260063912,0.40808473834696846,1,1.1331484530668263,lognormal,0.05,300
10,mean,percentile,64,1.068388940882045,0.6939924663666979,1.5651044265103955,0.8711119601436976,1,1.1331484530668263,lognormal,0.05,300
10,mean,percentile,65,1.5336061833999668,1.139708986596803,2.016453733840543,0.8767447472437397,0,1.1331484530668263,lognormal,0.05,300
10,mean,percentile,66,1.197634977528085,0.648775445404768,2.142766427405451,1.4939909820006831,1,1.1331484530668263,lognormal,0.05,300
10,mean,percentile,67,1.18022312874357,0.8174911245837272,1.6324632105311203,0.8149720859473931,1,1.1331484530668263,lognormal,0.05,300
10,mean,percentile,68,1.3811049038129979,0.9598665545695472,1.836660569978707,0.8767940154091599,1,1.1331484530668263,lognormal,0.05,300
10,mean,percentile,69,1.1575067803390986,0.8455436714071197,1.504898440002925,0.6593547685958053,1,1.1331484530668263,lognormal,0.05,300
10,mean,percentile,70,1.3633849155642856,0.9775980392159858,1.9728075622376533,0.9952095230216675,1,1.1331484530668263,lognormal,0.05,300
10,mean,percentile,71,1.2463911860389767,1.024446854754756,1.4516120638763965,0.42716520912164047,1,1.1331484530668263,lognormal,0.05,300
10,mean,percentile,72,1.0999862983984978,0.7975758265373181,1.385138896886127,0.5875630703488088,1,1.1331484530668263,lognormal,0.05,300
10,mean,percentile,73,1.019389312337104,0.7423479367043443,1.298534226570935,0.5561862898665907,1,1.1331484530668263,lognormal,0.05,300
10,mean,percentile,74,1.3378893107187322,0.9632824009919789,1.7625231285165448,0.7992407275245659,1,1.1331484530668263,lognormal,0.05,300
10,mean,percentile,75,0.9293341374459047,0.7021914811283309,1.2052805668891864,0.5030890857608555,1,1.1331484530668263,lognormal,0.05,300
10,mean,percentile,76,1.7115682690882736,1.1026378825514063,2.4874764049573055,1.3848385224058992,1,1.1331484530668263,lognormal,0.05,300
10,mean,percentile,77,1.1150092113291334,0.879522237861082,1.364483320761049,0.484961082899967,1,1.1331484530668263,lognormal,0.05,300
10,mean,percentile,78,0.8173630578632183,0.6607578926978507,0.9692836044246226,0.3085257117267719,0,1.1331484530668263,lognormal,0.05,300
10,mean,percentile,79,1.2512114352505899,0.9737152976507113,1.6017722351624073,0.628056937511696,1,1.1331484530668263,lognormal,0.05,300
10,mean,basic,0,1.0152856958033172,0.7414067334990566,1.2319722937328539,0.49056556023379727,1,1.1331484530668263,lognormal,0.05,300
10,mean,basic,1,1.1269387562697604,0.44183779278683044,1.5279820310385235,1.086144238251693,1,1.1331484530668263,lognormal,0.05,300
10,mean,basic,2,0.9466316108958408,0.6471772427071107,1.1752846380841149,0.5281073953770041,1,1.1331484530668263,lognormal,0.05,300
10,mean,basic,3,0.9629458677921822,0.7176450559245573,1.184296355644665,0.46665129972010777,1,1.1331484530668263,lognormal,0.05,300
10,mean,basic,4,1.371557083655465,0.5887768373747253,1.8944833208958798,1.3057064835211545,1,1.1331484530668263,lognormal,0.05,300
10,mean,basic,5,0.9604050927368408,0.6587406302178005,1.199790405810194,0.5410497755923935,1,1.1331484530668263,lognormal,0.05,300
10,mean,basic,6,1.1918044968705508,0.8855486243693995,1.4506042307611757,0.5650556063917762,1,1.1331484530668263,lognormal,0.05,300
10,mean,basic,7,1.2688279523480612,0.9046276032104876,1.5748900223915228,0.6702624191810351,1,1.1331484530668263,lognormal,0.05,300
10,mean,basic,8,1.319835848559084,0.8197417975562726,1.7989081524529855,0.9791663548967129,1,1.1331484530668263,lognormal,0.05,300
10,mean,basic,9,1.153210779443738,0.8168568708707815,1.464497051714475,0.6476401808436936,1,1.1331484530668263,lognormal,0.05,300
10,mean,basic,10,1.0963198312561249,0.8187714833776132,1.3684147149409636,0.5496432315633504,1,1.1331484530668263,lognormal,0.05,300
10,mean,basic,11,1.1866206142880038,0.8532428462300483,1.5036759329839038,0.6504330867538555,1,1.1331484530668263,lognormal,0.05,300
10,mean,basic,12,1.1456598669540639,0.8410470204455955,1.4289502210936962,0.5879032006481006,1,1.1331484530668263,lognormal,0.05,300
10,mean,basic,13,1.154272463968553,0.6807314066303896,1.5210487309065281,0.8403173242761386,1,1.1331484530668263,lognormal,0.05,300
10,mean,basic,14,1.2504927499516156,0.7751157601058527,1.6033493477319736,0.8282335876261209,1,1.1331484530668263,lognormal,0.05,300
10,mean,basic,15,1.119300687675033,0.7650747154161108,1.4420163966018031,0.6769416811856923,1,1.1331484530668263,lognormal,0.05,300
10,mean,basic,16,1.2190905028002523,0.8536033078069729,1.5189293243102733,0.6653260165033004,1,1.1331484530668263,lognormal,0.05,300
10,mean,basic,17,1.1315881647949773,0.7652609617269115,1.4504248160183488,0.6851638542914373,1,1.1331484530668263,lognormal,0.05,300
10,mean,basic,18,1.155877485611565,0.7375526280370277,1.4724573041930866,0.7349046761560589,1,1.1331484530668263,lognormal,0.05,300
10,mean,basic,19,1.2813073168391163,0.9184442181042873,1.5731158026717473,0.65467158456746,1,1.1331484530668263,lognormal,0.05,300
10,mean,basic,20,1.3660554330768977,0.6907018304475026,1.8124887480175271,1.1217869175700246,1,1.1331484530668263,lognormal,0.05,300
10,mean,basic,21,1.6030193774198398,1.1395422310675452,2.1012192345410243,0.9616770034734792,0,1.1331484530668263,lognormal,0.05,300
10,mean,basic,22,0.9434552788364533,0.8072332228072092,1.084188464423156,0.27695524161594687,0,1.1331484530668263,lognormal,0.05,300
10,mean,basic,23,1.143658461472283,0.6739892256048308,1.4662212663191074,0.7922320407142767,1,1.1331484530668263,lognormal,0.05,300
10,mean,basic,24,0.9311561189052171,0.7011692784425001,1.1356694397127192,0.43450016127021907,1,1.1331484530668263,lognormal,0.05,300
10,mean,basic,25,1.1122169440445284,0.8959212204559732,1.2894314006202314,0.3935101801642582,1,1.1331484530668263,lognormal,0.05,300
10,mean,basic,26,0.8755050218127174,0.6750077455224996,1.0533214842332783,0.37831373871077867,0,1.1331484530668263,lognormal,0.05,300
10,mean,basic,27,0.8426117167066707,0.6869937295020783,0.9934458985811385,0.30645216907906025,0,1.1331484530668263,lognormal,0.05,300
10,mean,basic,28,1.010183144312144,0.8176132113569674,1.2446936028254045,0.4270803914684371,1,1.1331484530668263,lognormal,0.05,300
10,mean,basic,29,1.0122422077887854,0.7911948268446574,1.2323725666661005,0.44117773982144315,1,1.1331484530668263,lognormal,0.05,300
10,mean,basic,30,1.3139034112626813,0.8583525374324528,1.6754669468710128,0.8171144094385601,1,1.1331484530668263,lognormal,0.05,300
10,mean,basic,31,1.600265467005738,0.4862333013256612,2.4408051167940434,1.9545718154683822,1,1.1331484530668263,lognormal,0.05,300
10,mean,basic,32,1.2794268537159408,0.8695980601897662,1.6983050817748673,0.8287070215851011,1,1.1331484530668263,lognormal,0.05,300
10,mean,basic,33,1.3633036453246523,0.8460410566144503,1.7657380131878733,0.919696956573423,1,1.1331484530668263,lognormal,0.05,300
10,mean,basic,34,1.0171011582240541,0.5796833263422942,1.3584769119197238,0.7787935855774295,1,1.1331484530668263,lognormal,0.05,300
10,mean,basic,35,1.1459351653309169,0.7661635526667472,1.4947418599106297,0.7285783072438825,1,1.1331484530668263,lognormal,0.05,300
10,mean,basic,36,1.4765188379915168,1.0688550629572109,1.85434052013737,0.785485457180159,1,1.1331484530668263,lognormal,0.05,300
10,mean,basic,37,1.0009428646585143,0.5415270748916376,1.3601479002193124,0.8186208253276748,1,1.1331484530668263,lognormal,0.05,300
10,mean,basic,38,0.9969266501963954,0.8121073697307812,1.1788027114521158,0.36669534172133456,1,1.1331484530668263,lognormal,0.05,300
10,mean,basic,39,1.6395992248767857,1.014444104041731,2.241527447588628,1.227083343546897,1,1.1331484530668263,lognormal,0.05,300
10,mean,basic,40,1.055913674841228,0.8271101055760783,1.3103531442361653,0.483243038660087,1,1.1331484530668263,lognormal,0.05,300
10,mean,basic,41,1.1586321176709127,0.8325121024235467,1.4632251625393593,0.6307130601158126,1,1.1331484530668263,lognormal,0.05,300
10,mean,basic,42,1.1947857553703833,0.7763087747758786,1.5801567172061555,0.8038479424302769,1,1.1331484530668263,lognormal,0.05,300
10,mean,basic,43,1.1301978241343,0.739063022914068,1.4305067608629272,0.6914437379488592,1,1.1331484530668263,lognormal,0.05,300
10,mean,basic,44,1.1659347486544074,0.6880462472750288,1.6066347263969356,0.9185884791219068,1,1.1331484530668263,lognormal,0.05,300
10,mean,basic,45,1.104038904396585,0.7265224397076941,1.437276519658194,0.7107540799504999,1,1.1331484530668263,lognormal,0.05,300
10,mean,basic,46,1.06541007237184,0.7888631459623419,1.3217714780956358,0.5329083321332939,1,1.1331484530668263,lognormal,0.05,300
10,mean,basic,47,1.0278814887349457,0.5225384304082183,1.3448630983893501,0.8223246679811318,1,1.1331484530668263,lognormal,0.05,300
10,mean,basic,48,1.239614659747337,0.5577498344127392,1.728647894469411,1.1708980600566719,1,1.1331484530668263,lognormal,0.05,300
10,mean,basic,49,1.4081955376678144,0.7532510924458862,1.9411457362130453,1.1878946437671591,1,1.1331484530668263,lognormal,0.05,300
10,mean,basic,50,1.1722672257891653,0.8706248643892522,1.4532659677469066,0.5826411033576544,1,1.1331484530668263,lognormal,0.05,300
10,mean,basic,51,1.3926940291094572,0.7010517872358197,1.9695469074440775,1.2684951202082577,1,1.1331484530668263,lognormal,0.05,300
10,mean,basic,52,1.2784361308563326,0.6933083634318928,1.771657740064787,1.0783493766328942,1,1.1331484530668263,lognormal,0.05,300
10,mean,basic,53,0.964642865110104,0.7445503160951132,1.154871678069465,0.41032136197435176,1,1.1331484530668263,lognormal,0.05,300
10,mean,basic,54,1.2320446530961884,0.9005785231272929,1.5383699886529376,0.6377914655256447,1,1.1331484530668263,lognormal,0.05,300
10,mean,basic,55,1.2556444455300473,0.8390877515229955,1.606891304606494,0.7678035530834986,1,1.1331484530668263,lognormal,0.05,300
10,mean,basic,56,1.2030136221423595,0.911300326202394,1.4846209108442463,0.5733205846418523,1,1.1331484530668263,lognormal,0.05,300
10,mean,basic,57,1.249182911045268,0.9301149183575927,1.621953584133811,0.6918386657762183,1,1.1331484530668263,lognormal,0.05,300
10,mean,basic,58,0.863631668579832,0.5980778346351112,1.0669391151213747,0.4688612804862635,0,1.1331484530668263,lognormal,0.05,300
10,mean,basic,59,1.1855608700264353,0.8152857593150933,1.5348275434520144,0.7195417841369212,1,1.1331484530668263,lognormal,0.05,300
10,mean,basic,60,1.111197216249455,0.9054063521711935,1.2963541680027577,0.39094781583156424,1,1.1331484530668263,lognormal,0.05,300
10,mean,basic,61,0.7940999625406227,0.6625742647295059,0.940058836665885,0.2774845719363791,0,1.1331484530668263,lognormal,0.05,300
10,mean,basic,62,1.4430783557341238,1.2126810838846807,1.6621006324085241,0.44941954852384347,0,1.1331484530668263,lognormal,0.05,300
10,mean,basic,63,0.9628791552345948,0.5888833763499113,1.2221054741725494,0.6332220978226382,1,1.1331484530668263,lognormal,0.05,300
10,mean,basic,64,1.5831947441928969,1.1328034763565267,2.0947195695538507,0.9619160931973241,1,1.1331484530668263,lognormal,0.05,300
10,mean,basic,65,1.7111062326901887,0.8895640407141538,2.4419625310340605,1.5523984903199066,1,1.1331484530668263,lognormal,0.05,300
10,mean,basic,66,1.069649216631253,0.6535166236951906,1.432165860371743,0.7786492366765525,1,1.1331484530668263,lognormal,0.05,300
10,mean,basic,67,0.9713438232171454,0.7175076813748329,1.1462889910218543,0.42878130964702144,1,1.1331484530668263,lognormal,0.05,300
10,mean,basic,68,0.9714051526668015,0.6603484750099993,1.2099252578227873,0.549576782812788,1,1.1331484530668263,lognormal,0.05,300
10,mean,basic,69,1.202218747659061,0.9041480542098925,1.51474113769109,0.6105930834811975,1,1.1331484530668263,lognormal,0.05,300
10,mean,basic,70,1.1341306522678933,0.6983083204945697,1.4237069719232207,0.725398651428651,1,1.1331484530668263,lognormal,0.05,300
10,mean,basic,71,1.0486412109016692,0.857410828244509,1.228255854109669,0.3708450258651601,1,1.1331484530668263,lognormal,0.05,300
10,mean,basic,72,1.1096696512526916,0.5399597365042217,1.5111869782771359,0.9712272417729142,1,1.1331484530668263,lognormal,0.05,300
10,mean,basic,73,1.1474846334115507,0.4399893993528645,1.5938322428625948,1.1538428435097303,1,1.1331484530668263,lognormal,0.05,300
10,mean,basic,74,1.4127045807614285,0.9058693845946524,1.8842991279149468,0.9784297433202944,1,1.1331484530668263,lognormal,0.05,300
10,mean,basic,75,0.9766426169481779,0.7283561168085371,1.1772559531165299,0.4488998363079928,1,1.1331484530668263,lognormal,0.05,300
10,mean,basic,76,1.1427024574394569,0.6928736709891323,1.490829212132451,0.7979555411433186,1,1.1331484530668263,lognormal,0.05,300
10,mean,basic,77,0.9590592606338513,0.7080612485301325,1.1771928162291663,0.46913156769903375,1,1.1331484530668263,lognormal,0.05,300
10,mean,basic,78,1.2772557316515534,0.8761789837422771,1.6108591632141975,0.7346801794719204,1,1.1331484530668263,lognormal,0.05,300
10,mean,basic,79,1.0776364502974118,0.7601455459093787,1.3363765271513373,0.5762309812419586,1,1.1331484530668263,lognormal,0.05,300
10,median,percentile,0,0.8863965931623558,0.5853950511930455,1.2882114389768609,0.7028163877838154,1,1.0,lognormal,0.05,300
10,median,percentile,1,0.9977795233352994,0.563029390395796,1.5294126035307583,0.9663832131349622,1,1.0,lognormal,0.05,300
10,median,percentile,2,1.0047164167959983,0.6515576078822313,1.4729706090874568,0.8214130012052255,1,1.0,lognormal,0.05,300
10,median,percentile,3,1.1933856341120452,1.0305441293366866,1.330761018258052,0.30021688892136544,0,1.0,lognormal,0.05,300
10,median,percentile,4,1.1237673079254673,0.8708612696923524,1.2250883893748226,0.3542271196824701,1,1.0,lognormal,0.05,300
10,median,percentile,5,1.1556361490379516,0.982491153501753,1.5698513522808806,0.5873601987791276,1,1.0,lognormal,0.05,300
10,median,percentile,6,0.8628340362567527,0.6174907624708023,1.2696661798361921,0.6521754173653899,1,1.0,lognormal,0.05,300
10,median,percentile,7,1.3061045479026694,0.9656065173248446,1.5929494379821592,0.6273429206573146,1,1.0,lognormal,0.05,300
10,median,percentile,8,1.2441548486118275,0.5507457831658064,2.027851314382266,1.4771055312164596,1,1.0,lognormal,0.05,300
10,median,percentile,9,0.9227202407356765,0.6292595973200263,1.2663436135142638,0.6370840161942375,1,1.0,lognormal,0.05,300
10,median,percentile,10,0.8742448182124201,0.6199392945959589,1.2349856174343898,0.615046322838431,1,1.0,lognormal,0.05,300
10,median,percentile,11,1.360770199656168,0.8923680982364041,1.857192057614169,0.9648239593777649,1,1.0,lognormal,0.05,300
10,median,percentile,12,0.9354203806218451,0.7749071225459816,1.2307155748776242,0.4558084523316426,1,1.0,lognormal,0.05,300
10,median,percentile,13,1.1719929988768893,0.7848569784760562,1.5794830652887433,0.7946260868126871,1,1.0,lognormal,0.05,300
10,median,percentile,14,1.2492136463233803,0.6015025725471911,1.6790955983310836,1.0775930257838926,1,1.0,lognormal,0.05,300
10,median,percentile,15,1.2045188466235384,0.6766984692219777,1.6434593904713526,0.9667609212493748,1,1.0,lognormal,0.05,300
10,median,percentile,16,1.1717494615523916,0.5365241846842081,1.680077106059405,1.143552921375197,1,1.0,lognormal,0.05,300
10,median,percentile,17,0.9059473252515021,0.66640203532226,1.2319023018022657,0.5655002664800057,1,1.0,lognormal,0.05,300
10,median,percentile,18,0.7277437986638677,0.4991932073756998,0.9196334737944483,0.4204402664187485,0,1.0,lognormal,0.05,300
10,median,percentile,19,1.3231356436112969,0.6368560047860107,1.8968141228188986,1.259958118032888,1,1.0,lognormal,0.05,300
10,median,percentile,20,0.5495538668580262,0.4352109760292568,0.8116689281049158,0.37645795207565896,0,1.0,lognormal,0.05,300
10,median,percentile,21,0.8860775923808435,0.6524590559076475,1.362122441044719,0.7096633851370715,1,1.0,lognormal,0.05,300
10,median,percentile,22,1.024420115558098,0.882349009834801,1.6343774521742966,0.7520284423394956,1,1.0,lognormal,0.05,300
10,median,percentile,23,0.6712589464754761,0.5208143721148847,0.8322582744062836,0.31144390229139896,0,1.0,lognormal,0.05,300
10,median,percentile,24,0.9403547807511026,0.6398967863617058,1.0308509663273635,0.39095417996565773,1,1.0,lognormal,0.05,300
10,median,percentile,25,0.7603649322573942,0.5565897978192793,1.0464669431717852,0.4898771453525059,1,1.0,lognormal,0.05,300
10,median,percentile,26,0.7177370815021296,0.5383497998250729,1.2402681257158128,0.7019183258907399,1,1.0,lognormal,0.05,300
10,median,percentile,27,1.2430863533435232,0.5393901379552334,1.7186229281050915,1.1792327901498583,1,1.0,lognormal,0.05,300
10,median,percentile,28,0.9058898134673985,0.6950024597039192,1.4301963347038926,0.7351938749999735,1,1.0,lognormal,0.05,300
10,median,percentile,29,1.0114836631993236,0.8004857458687287,1.653390600970674,0.8529048551019454,1,1.0,lognormal,0.05,300
10,median,percentile,30,1.011815120715383,0.8375471221254983,1.3161922986119157,0.47864517648641736,1,1.0,lognormal,0.05,300
10,median,percentile,31,1.0524128701145878,0.673508404131642,1.7264136764050415,1.0529052722733994,1,1.0,lognormal,0.05,300
10,median,percentile,32,1.1178232095106997,0.8436081982465247,1.6436189589805958,0.8000107607340712,1,1.0,lognormal,0.05,300
10,median,percentile,33,0.920547028547972,0.5795891250153273,1.5694504870704629,0.9898613620551355,1,1.0,lognormal,0.05,300
10,median,percentile,34,1.1285672473695736,0.6989488435034952,1.2934301719164538,0.5944813284129586,1,1.0,lognormal,0.05,300
10,median,percentile,35,0.9873331899560562,0.6804412464866547,1.428537378988024,0.7480961325013693,1,1.0,lognormal,0.05,300
10,median,percentile,36,1.14845400660675,0.7459754964762245,1.6806421259999016,0.9346666295236771,1,1.0,lognormal,0.05,300
10,median,percentile,37,0.832404939221744,0.7044357041436378,1.0736874205326625,0.36925171638902476,1,1.0,lognormal,0.05,300
10,median,percentile,38,1.1223445613842693,0.6430197717687123,1.2992209000107517,0.6562011282420395,1,1.0,lognormal,0.05,300
10,median,percentile,39,1.33870881736736,0.9319510715082512,1.697520831096175,0.7655697595879237,1,1.0,lognormal,0.05,300
10,median,percentile,40,1.2328359641078812,0.8434187380413849,1.6144115594731758,0.7709928214317909,1,1.0,lognormal,0.05,300
10,median,percentile,41,1.1593545560144536,0.7508239759736045,1.530579181302012,0.7797552053284075,1,1.0,lognormal,0.05,300
10,median,percentile,42,0.9456953221158256,0.6147925424204573,1.426100476644322,0.8113079342238646,1,1.0,lognormal,0.05,300
10,median,percentile,43,0.9255674749084988,0.6878137327133976,1.6387638861943323,0.9509501534809347,1,1.0,lognormal,0.05,300
10,median,percentile,44,0.8968506583384888,0.6201780744415217,1.349788144751356,0.7296100703098343,1,1.0,lognormal,0.05,300
10,median,percentile,45,0.8295084013603564,0.48861519306926143,1.3525936090382904,0.8639784159690289,1,1.0,lognormal,0.05,300
10,median,percentile,46,0.9895681373645941,0.703266339627622,1.1843651502854846,0.48109881065786264,1,1.0,lognormal,0.05,300
10,median,percentile,47,0.9586376453494594,0.7497579769563167,1.3220903681160776,0.5723323911597609,1,1.0,lognormal,0.05,300
10,median,percentile,48,0.9217748786539406,0.7517609105281089,1.2738050126968075,0.5220441021686986,1,1.0,lognormal,0.05,300
