X,Y
-10.0,-0.05440211108893698
-9.993331110370123,-0.053877268112520256
-9.986662220740246,-0.053349326443583325
-9.97999333111037,-0.05281830496673255
-9.973324441480493,-0.052284222722747145
-9.966655551850616,-0.051747098907979266
-9.95998666222074,-0.051206952873747165
-9.953317772590864,-0.05066380412572137
-9.946648882960988,-0.050117672323303095
-9.93997999333111,-0.04956857727899713
-9.933311103701234,-0.04901653895777622
-9.926642214071357,-0.04846157747643932
-9.91997332444148,-0.047903713102962577
-9.913304434811604,-0.04734296625584351
-9.906635545181727,-0.046779357503438194
-9.89996665555185,-0.046212907563291564
-9.893297765921973,-0.045643637301460864
-9.886628876292097,-0.04507156773183218
-9.87995998666222,-0.04449672001543018
-9.873291097032345,-0.04391911545972115
-9.866622207402468,-0.04333877551790852
-9.859953317772591,-0.04275572178822303
-9.853284428142715,-0.04216997601320479
-9.846615538512838,-0.04158156007897915
-9.839946648882961,-0.040990496014525896
-9.833277759253084,-0.04039680599094165
-9.826608869623207,-0.0398005123206956
-9.81993997999333,-0.03920163745687865
-9.813271090363454,-0.038600203992445896
-9.806602200733577,-0.03799623465945249
-9.7999333111037,-0.03738975232828299
-9.793264421473825,-0.03678078000687425
-9.786595531843949,-0.036169340839931036
-9.779926642214072,-0.03555545810813671
-9.773257752584195,-0.03493915522735586
-9.766588862954318,-0.03432045574783122
-9.759919973324442,-0.03369938335337409
-9.753251083694565,-0.033075961860548314
-9.746582194064688,-0.03245021521784782
-9.739913304434811,-0.03182216750486794
-9.733244414804934,-0.031191842931470305
-9.726575525175058,-0.030559265836941445
-9.719906635545183,-0.029924460689145397
-9.713237745915306,-0.029287452083669077
-9.706568856285429,-0.028648264742963243
-9.699899966655552,-0.02800692351547553
-9.693231077025676,-0.02736345337477818
-9.686562187395799,-0.026717879418689486
-9.679893297765922,-0.026070226868389106
-9.673224408136045,-0.025420521067527367
-9.666555518506168,-0.02476878748132844
-9.659886628876292,-0.02411505169568758
-9.653217739246415,-0.023459339416262333
-9.646548849616538,-0.02280167646755783
-9.639879959986661,-0.02214208879200611
-9.633211070356786,-0.02148060244903978
-9.62654218072691,-0.020817243614158883
-9.619873291097033,-0.020152038577993747
-9.613204401467156,-0.01948501374536023
-9.60653551183728,-0.018816195634310102
-9.599866622207403,-0.01814561087517551
-9.593197732577526,-0.017473286209607752
-9.586528842947649,-0.016799248489610348
-9.579859953317772,-0.01612352467656651
-9.573191063687895,-0.015446141840260984
-9.566522174058019,-0.01476712715789633
-9.559853284428142,-0.01408650791310365
-9.553184394798267,-0.013404311494948017
-9.54651550516839,-0.0127205653969275
-9.539846615538513,-0.012035297215968575
-9.533177725908637,-0.01134853465141433
-9.52650883627876,-0.010660305504008193
-9.519839946648883,-0.009970637674872156
-9.513171057019006,-0.00927955916447969
-9.50650216738913,-0.008587098071623417
-9.499833277759253,-0.007893282592377527
-9.493164388129376,-0.007198141019055033
-9.4864954984995,-0.006501701739159847
-9.479826608869622,-0.0058039932343337515
-9.473157719239747,-0.0051050440792984675
-9.46648882960987,-0.0044048829407917515
-9.459819939979994,-0.0037035385765003368
-9.453151050350117,-0.0030010398339860556
-9.44648216072024,-0.0022974156496079435
-9.439813271090364,-0.0015926950474392705
-9.433144381460487,-0.0008869071381797115
-9.42647549183061,-0.00018008111806269622
-9.419806602200733,0.0005277537322420227
-9.413137712570856,0.0012365680487305443
-9.40646882294098,0.0019463323851716982
-9.399799933311105,0.0026570172142183993
-9.393131043681228,0.0033685929285245755
-9.386462154051351,0.00408102984186479
-9.379793264421474,0.004794298190260299
-9.373124374791598,0.005508368133108677
-9.36645548516172,0.00622320975431809
-9.359786595531844,0.006938793063446003
-9.353117705901967,0.007655087996842266
-9.34644881627209,0.008372064418796553
-9.339779926642214,0.009089692122690098
-9.333111037012337,0.009807940832151692
-9.32644214738246,0.010526780202217922
-9.319773257752583,0.011246179820497554
-9.313104368122708,0.011966109208339896
-9.306435478492832,0.012686537822008204
-9.299766588862955,0.013407435053855212
-9.293097699233078,0.014128770233504616
-9.286428809603201,0.014850512629035535
-9.279759919973325,0.015572631448171143
-9.273091030343448,0.01629509583947111
-9.266422140713571,0.017017874893527955
-9.259753251083694,0.017740937644167152
-9.253084361453817,0.018464253069651
-9.24641547182394,0.019187790093886218
-9.239746582194064,0.019911517587635163
-9.233077692564189,0.02063540436973054
-9.226408802934312,0.021359419208294605
-9.219739913304435,0.022083530821959973
-9.213071023674559,0.022807707881095866
-9.206402134044682,0.023531919009036843
-9.199733244414805,0.024256132783315076
-9.193064354784928,0.02498031773689605
-9.186395465155051,0.025704442359417493
-9.179726575525175,0.026428475098431627
-9.173057685895298,0.02715238436065062
-9.166388796265421,0.02787613851319518
-9.159719906635544,0.028599705884846317
-9.15305101700567,0.029323054767299964
-9.146382127375793,0.03004615341642561
-9.139713237745916,0.030768970053525965
-9.133044348116039,0.031491472866601505
-9.126375458486162,0.03221363001161697
-9.119706568856286,0.032935409613770866
-9.113037679226409,0.033656779768767776
-9.106368789596532,0.03437770854409341
-9.099699899966655,0.0350981639802924
-9.093031010336778,0.03581811409224868
-9.086362120706902,0.036537526870468566
-9.079693231077025,0.0372563702823663
-9.07302434144715,0.037974612273551984
-9.066355451817273,0.03869222076912288
-9.059686562187396,0.0394091636749553
-9.05301767255752,0.040125408879000644
-9.046348782927643,0.040840924252582934
-9.039679893297766,0.041555677651698715
-9.03301100366789,0.04226963691831923
-9.026342114038012,0.04298276988169473
-9.019673224408136,0.04369504435966093
-9.013004334778259,0.044406428159947525
-9.006335445148382,0.04511688908148878
-8.999666555518505,0.045826394915735987
-8.99299766588863,0.046534913447971754
-8.986328776258754,0.047242412458627106
-8.979659886628877,0.04794885972459846
-8.972990996999,0.04865422302056833
-8.966322107369123,0.04935847012032675
-8.959653217739247,0.050061568798094654
-8.95298432810937,0.05076348682984878
-8.946315438479493,0.05146419199464821
-8.939646548849616,0.052163652075962415
-8.93297765921974,0.05286183486300076
-8.926308769589863,0.053558708152043465
-8.919639879959988,0.054254239747773735
-8.912970990330109,0.054948397464612296
-8.906302100700234,0.05564114912805029
-8.899633211070357,0.056332462575987986
-8.89296432144048,0.05702230566007
-8.886295431810604,0.05771064624702466
-8.879626542180727,0.0583974522200033
-8.87295765255085,0.05908269147992073
-8.866288762920973,0.059766331946796626
-8.859619873291097,0.06044834156109802
-8.85295098366122,0.06112868828508236
-8.846282094031343,0.06180734010414164
-8.839613204401466,0.062484265028147114
-8.832944314771591,0.06315943109279461
-8.826275425141715,0.0638328063609514
-8.819606535511838,0.06450435892400182
-8.812937645881961,0.06517405690319521
-8.806268756252084,0.06584186845099364
-8.799599866622208,0.06650776175241997
-8.79293097699233,0.06717170502640651
-8.786262087362454,0.06783366652714398
-8.779593197732577,0.06849361454543063
-8.7729243081027,0.0691515174100218
-8.766255418472824,0.06980734348897948
-8.759586528842949,0.07046106119102187
-8.75291763921307,0.07111263896687416
-8.746248749583195,0.07176204531061635
-8.739579859953318,0.07240924876103562
-8.732910970323442,0.07305421790297402
-8.726242080693565,0.07369692136867906
-8.719573191063688,0.07433732783915278
-8.712904301433811,0.0749754060455011
-8.706235411803934,0.07561112477028248
-8.699566522174058,0.07624445284885657
-8.692897632544181,0.07687535917073227
-8.686228742914304,0.07750381268091534
-8.679559853284427,0.07812978238125558
-8.672890963654552,0.07875323733179325
-8.666222074024676,0.07937414665210567
-8.659553184394799,0.07999247952265151
-8.652884294764922,0.08060820518611601
-8.646215405135045,0.08122129294875471
-8.639546515505169,0.08183171218173622
-8.632877625875292,0.0824394323224845
-8.626208736245415,0.08304442287601985
-8.619539846615538,0.08364665341629914
-8.612870956985661,0.08424609358755494
-8.606202067355785,0.0848427131056335
-8.599533177725908,0.08543648175933158
-8.592864288096031,0.08602736941173217
-8.586195398466156,0.08661534600153878
-8.57952650883628,0.08720038154440901
-8.572857619206403,0.08778244613428557
-8.566188729576526,0.08836150994472695
-8.559519839946649,0.0889375432302364
-8.552850950316772,0.08951051632758901
-8.546182060686895,0.09008039965715763
-8.539513171057019,0.0906471637242369
-8.532844281427142,0.09121077912036568
-8.526175391797265,0.09177121652464787
-8.519506502167388,0.0923284467050711
-8.512837612537513,0.09288244051982386
-8.506168722907637,0.09343316891861118
-8.49949983327776,0.09398060294396694
-8.492830943647883,0.0945247137325657
-8.486162054018006,0.0950654725165317
-8.47949316438813,0.09560285062474598
-8.472824274758253,0.09613681948415119
-8.466155385128376,0.0966673506210543
-8.4594864954985,0.09719441566242701
-8.452817605868622,0.09771798633720383
-8.446148716238746,0.09823803447757781
-8.439479826608869,0.0987545320202938
-8.432810936978992,0.0992674510079393
-8.426142047349117,0.09977676359023252
-8.41947315771924,0.10028244202530873
-8.412804268089364,0.10078445868100236
-8.406135378459487,0.10128278603612803
-8.39946648882961,0.10177739668175795
-8.392797599199733,0.10226826332249675
-8.386128709569856,0.10275535877775352
-8.37945981993998,0.1032386559830108
-8.372790930310103,0.10371812799109073
-8.366122040680226,0.1041937479734182
-8.35945315105035,0.10466548922128086
-8.352784261420474,0.10513332514708597
-8.346115371790598,0.10559722928561467
-8.33944648216072,0.10605717529527187
-8.332777592530844,0.10651313695933391
-8.326108702900967,0.10696508818719262
-8.31943981327109,0.10741300301559578
-8.312770923641214,0.10785685560988441
-8.306102034011337,0.10829662026522652
-8.29943314438146,0.10873227140784718
-8.292764254751583,0.10916378359625536
-8.286095365121707,0.10959113152246677
-8.27942647549183,0.11001429001322323
-8.272757585861953,0.11043323403120835
-8.266088696232078,0.11084793867625911
-8.259419806602201,0.11125837918657441
-8.252750916972325,0.11166453093991845
-8.246082027342448,0.11206636945482137
-8.239413137712571,0.11246387039177537
-8.232744248082694,0.11285700955442676
-8.226075358452817,0.11324576289076424
-8.21940646882294,0.1136301064943026
-8.212737579193064,0.11401001660526272
-8.206068689563187,0.1143854696117469
-8.19939979993331,0.1147564420509103
-8.192730910303435,0.11512291061012757
-8.186062020673559,0.11548485212815589
-8.179393131043682,0.11584224359629247
-8.172724241413805,0.11619506215952848
-8.166055351783928,0.11654328511769815
-8.159386462154052,0.11688688992662322
-8.152717572524175,0.11722585419925276
-8.146048682894298,0.11756015570679851
-8.139379793264421,0.11788977237986521
-8.132710903634544,0.11821468230957637
-8.126042014004668,0.11853486374869512
-8.11937312437479,0.11885029511274024
-8.112704234744914,0.11916095498109723
-8.106035345115039,0.11946682209812427
-8.099366455485162,0.11976787537425378
-8.092697565855286,0.1200640938870878
-8.086028676225409,0.12035545688248943
-8.079359786595532,0.12064194377566828
-8.072690896965655,0.12092353415226129
-8.066022007335778,0.12120020776940774
-8.059353117705902,0.12147194455681952
-8.052684228076025,0.12173872461784564
-8.046015338446148,0.12200052823053152
-8.039346448816271,0.1222573358486728
-8.032677559186396,0.12250912810286366
-8.02600866955652,0.12275588580153982
-8.019339779926643,0.12299758993201544
-8.012670890296766,0.12323422166151494
-8.00600200066689,0.12346576233819888
-7.9993331110370125,0.12369219349218417
-7.992664221407136,0.12391349683655856
-7.985995331777259,0.12412965426838922
-7.979326442147382,0.12434064786972564
-7.972657552517505,0.12454645990859645
-7.965988662887629,0.12474707284000044
-7.959319773257753,0.12494246930689154
-7.952650883627876,0.1251326321411578
-7.945981993997999,0.12531754436459416
-7.939313104368123,0.1254971891898694
-7.9326442147382465,0.12567155002148658
-7.92597532510837,0.12584061045673764
-7.919306435478493,0.1260043542866513
-7.912637545848616,0.1261627654969352
-7.9059686562187395,0.12631582826891133
-7.899299766588863,0.1264635269804452
-7.892630876958986,0.12660584620686857
-7.885961987329109,0.12674277072189585
-7.879293097699233,0.1268742854985338
-7.8726242080693565,0.12700037570998488
-7.86595531843948,0.1271210267305438
-7.859286428809604,0.12723622413648772
-7.852617539179727,0.1273459537069595
-7.84594864954985,0.1274502014248445
-7.8392797599199735,0.12754895347764048
-7.832610870290097,0.12764219625832066
-7.82594198066022,0.12772991636619016
-7.819273091030343,0.1278121006077354
-7.812604201400466,0.12788873599746667
-7.80593531177059,0.12795980975875373
-7.799266422140714,0.1280253093246544
-7.792597532510837,0.12808522233873618
-7.78592864288096,0.1281395366558908
-7.779259753251084,0.12818824034314164
-7.7725908636212075,0.1282313216804439
-7.765921973991331,0.128268769161478
