t,x,y,z
0.0,1.0,1.0,1.0
0.005000625078134767,1.0031933311430772,1.129839801362649,0.9920510551862709
0.010001250156269533,1.0125658149092764,1.2599198974330774,0.9848910409673466
0.0150018752344043,1.0278478671591966,1.3910493583004844,0.9785606772763644
0.020002500312539067,1.0488215817729383,1.5240006326267814,0.973114332664923
0.025003125390673835,1.0753165889060488,1.6595161460412107,0.9686199106967628
0.0300037504688086,1.1072064229216019,1.7983143351741737,0.9651590842529619
0.03500437554694337,1.1444053490665806,1.9410951751127343,0.9628278464976645
0.040005000625078134,1.1868656030910352,2.08854525111607,0.9617373580214121
0.0450056257032129,1.2345750025557631,2.241342418717155,0.9620150787627566
0.05000625078134767,1.2875548925771738,2.4001600898084896,0.9638061810826238
0.05500687585948243,1.3458583922504268,2.565671175896407,0.9672752471292346
0.0600075009376172,1.4095689110023955,2.738551713325957,0.9726082596217598
0.06500812601575197,1.47879890667712,2.9194841888280503,0.9800149005842982
0.07000875109388674,1.5536888592645857,3.1091605771104667,0.989731177520313
0.0750093761720215,1.6344064358587005,3.3082850952790492,1.0020224011348977
0.08001000125015627,1.721145823675111,3.5175766714949583,1.0171865430563523
0.08501062632829104,1.8141272087694906,3.7377711172928563,1.0355580061136573
0.0900112514064258,1.913596378459932,3.9696229842307034,1.0575118435919515
0.09501187648456057,2.01982442535251,4.213907075823311,1.083468467476255
0.10001250156269534,2.1331075302676483,4.471419574817645,1.1138988889249244
0.1050131266408301,2.253766800227863,4.742978733565949,1.1493305369607583
0.11001375171896487,2.3821481359461196,5.029425061289734,1.1903537034439566
0.11501437679709964,2.5186221008892553,5.331620926130269,1.237628663542835
0.1200150018752344,2.663583760912624,5.65044947175931,1.2918935208070974
0.12501562695336918,2.8174524595893127,5.986812727676123,1.353972824134742
0.13001625203150394,2.9806714895979796,6.341628768841165,1.4247869998443237
0.1350168771096387,3.1537076147857763,6.71582775370459,1.5053626350079214
0.14001750218777348,3.337050390676691,7.110346639727544,1.5968436372778918
0.14501812726590824,3.5312112231354855,7.52612234198328,1.700503280553316
0.150018752344043,3.7367220955069653,7.964083063295479,1.8177571236354484
0.15501937742217778,3.954133883719801,8.425137483730886,1.9501767588887509
0.16002000250031254,4.184014166480314,8.91016145348048,2.0995043079111877
0.1650206275784473,4.426944423722425,9.419981786974736,2.267667529033381
0.17002125265658208,4.683516500914065,9.95535670873217,2.456795334455951
0.17502187773471684,4.954328199714159,10.516952454875597,2.669233429983313
0.1800225028128516,5.239977837006906,11.105315491321853,2.907559684286644
0.18502312789098638,5.541057594849291,11.720839774400853,3.1745987038702825
0.19002375296912113,5.8581454639075305,12.363728457640507,3.4734349308159884
0.1950243780472559,6.1917955633709045,13.033949447091992,3.8074233895663925
0.20002500312539068,6.5425266023347675,13.731184236560878,4.180196983788113
0.20502562820352543,6.910808232933572,14.454769525811514,4.595668983352015
0.2100262532816602,7.297045036367134,15.203631254583025,5.0580290455298105
0.21502687835979498,7.701557882402639,15.976210891653656,5.571730787915293
0.22002750343792973,8.124562414791292,16.77038412290946,6.1414685826302895
0.2250281285160645,8.566144444090806,17.583372509734453,6.7721408883400835
0.23002875359419928,9.026232081407125,18.41164926480245,7.4687971040476695
0.23502937867233403,9.504564528302852,19.250841041546007,8.236564653994657
0.2400300037504688,10.000657557113275,20.0956285770097,9.08055284814129
0.24503062882860357,10.513765880151142,20.939650176853966,10.0057300760736
0.25003125390673836,11.042842823547591,21.775413380763336,11.016771169807095
0.2550318789848731,11.586497998320407,22.59422166535165,12.117872415263616
0.2600325040630079,12.142954001536351,23.38612466174507,13.31253281743666
0.26503312914114263,12.710003583326543,24.139901969089983,14.603301946796273
0.2700337542192774,13.284969173080663,24.843092055477186,15.991497116412475
0.27503437929741215,13.864667152502573,25.482078708244444,17.476895824032052
0.28003500437554696,14.445379763658284,26.04224771262711,19.057413333051553
0.2850356294536817,15.02283800077058,26.508225533744927,20.728779842542064
0.2900362545318165,15.592219193024198,26.864209363892794,22.484236638974203
0.29503687960995123,16.148163164489773,27.094393624097222,24.314275474491815
0.300037504688086,16.68481076814627,27.183491645546006,26.206449520443865
