r,lambda
3.9361702127659575,0.5614124437007766
3.938047559449312,0.5480460754716032
3.9399249061326658,0.5554028336621468
3.9418022528160197,0.5656571547501564
3.943679599499374,0.5604522082553464
3.9455569461827285,0.5727651961929999
3.947434292866083,0.5594244801427518
3.9493116395494368,0.5807271129106059
3.9511889862327907,0.5562051701905965
3.953066332916145,0.5828681562629451
3.9549436795994994,0.5869337923710604
3.956821026282854,0.576205280484119
3.9586983729662077,0.5735540368127694
3.9605757196495617,-0.09514228249277258
3.962453066332916,0.5283287620606031
3.9643304130162704,0.5544853445543106
3.966207759699625,0.5597218880769702
3.9680851063829787,0.5833658538330588
3.9699624530663327,0.5814292315269537
3.971839799749687,0.5940680725937707
3.9737171464330414,0.6016560618610082
3.9755944931163953,0.6107245094922581
3.9774718397997497,0.6131708036966805
3.9793491864831037,0.6199366761918551
3.981226533166458,0.6289869415753208
3.9831038798498124,0.6335388527531842
3.9849812265331663,0.6361840284123889
3.9868585732165207,0.6188941878724831
3.9887359198998746,0.6490372232549011
3.990613266583229,0.6443572591130908
3.9924906132665834,0.6477270085810928
3.9943679599499373,0.6476412673733194
3.9962453066332912,0.6566659457137523
3.9981226533166456,0.66314606389043
4.0,1.3862943611198504
